Item ID,Item_Description,Category,Year_Month_Str,Actual,Baseline_Predicted,Method,GB_Predicted
S14-CUPCVR-CEOB,Cup Cover - Cat Ears - Orange / Black,Home & Living,2025-10,1,3.6,"ARIMA(1,1,1)",1.0
S14-CUPCVR-CEPW,Cup Cover - Cat Ears - Pink / White,Home & Living,2025-07,1,1.6,"ARIMA(1,1,1)",1.0
S14-CUPCVR-CEPW,Cup Cover - Cat Ears - Pink / White,Home & Living,2025-08,1,0.6,"ARIMA(1,1,1)",1.3
S14-CUPCVR-CESP,Cup Cover - Cat Ears - Sky Blue / Pink,Home & Living,2025-07,3,1.9,"ARIMA(1,1,1)",3.0
S14-CUPCVR-CESP,Cup Cover - Cat Ears - Sky Blue / Pink,Home & Living,2025-10,2,2.9,"ARIMA(1,1,1)",1.9
S14-FIDGTY-MCAC,Fidget Toy - Metal Card - Ace,Toys,2025-07,1,4.1,"ARIMA(1,1,1)",1.1
S14-FIDGTY-MCAC,Fidget Toy - Metal Card - Ace,Toys,2025-08,2,1.4,"ARIMA(1,1,1)",1.9
S14-FIDGTY-MCAC,Fidget Toy - Metal Card - Ace,Toys,2025-09,2,2.6,"ARIMA(1,1,1)",2.1
S14-FIDGTY-MCAC,Fidget Toy - Metal Card - Ace,Toys,2025-10,1,2.6,"ARIMA(1,1,1)",1.0
S14-FIDGTY-MCAC,Fidget Toy - Metal Card - Ace,Toys,2025-11,3,1.8,"ARIMA(1,1,1)",2.8
S14-FIDGTY-MCAC,Fidget Toy - Metal Card - Ace,Toys,2025-12,3,3.1,"ARIMA(1,1,1)",2.8
S14-FIDGTY-MCAC,Fidget Toy - Metal Card - Ace,Toys,2026-01,5,3.1,"ARIMA(1,1,1)",4.3
S14-FIDGTY-MCJK,Fidget Toy - Metal Card - Joker,Toys,2025-07,1,0.9,"ARIMA(1,1,1)",1.0
S14-FIDGTY-MCJK,Fidget Toy - Metal Card - Joker,Toys,2025-11,2,0.9,"ARIMA(1,1,1)",1.9
S14-FIDGTY-MCJK,Fidget Toy - Metal Card - Joker,Toys,2025-12,2,2.4,"ARIMA(1,1,1)",1.8
S14-FIDGTY-MCJK,Fidget Toy - Metal Card - Joker,Toys,2026-01,1,1.8,"ARIMA(1,1,1)",0.7
S14-FIDGTY-MCKN,Fidget Toy - Metal Card - King,Toys,2025-07,3,2.0,"ARIMA(1,1,1)",2.8
S14-FIDGTY-MCKN,Fidget Toy - Metal Card - King,Toys,2025-10,1,2.8,"ARIMA(1,1,1)",0.9
S14-FIDGTY-MCKN,Fidget Toy - Metal Card - King,Toys,2025-12,1,1.6,"ARIMA(1,1,1)",1.0
S14-FIDGTY-MCKN,Fidget Toy - Metal Card - King,Toys,2026-01,1,1.8,"ARIMA(1,1,1)",1.0
S14-MGSWLT-BLCK,Magsafe Wallet - Black,Wallets & Cases,2025-07,4,2.3,"ARIMA(1,1,1)",3.3
S14-MGSWLT-BLCK,Magsafe Wallet - Black,Wallets & Cases,2025-08,3,2.4,"ARIMA(1,1,1)",2.9
S14-MGSWLT-BLCK,Magsafe Wallet - Black,Wallets & Cases,2025-09,2,2.1,"ARIMA(1,1,1)",1.4
S14-MGSWLT-BLCK,Magsafe Wallet - Black,Wallets & Cases,2025-10,1,1.6,"ARIMA(1,1,1)",0.4
S14-MGSWLT-BLCK,Magsafe Wallet - Black,Wallets & Cases,2025-11,5,1.0,"ARIMA(1,1,1)",4.1
S14-MGSWLT-BLCK,Magsafe Wallet - Black,Wallets & Cases,2026-01,3,1.4,"ARIMA(1,1,1)",2.8
S14-MGSWLT-BLUE,Magsafe Wallet - Blue,Wallets & Cases,2025-09,1,2.3,"ARIMA(1,1,1)",1.1
S14-MGSWLT-BLUE,Magsafe Wallet - Blue,Wallets & Cases,2025-11,3,1.5,"ARIMA(1,1,1)",2.9
S14-MGSWLT-BRWN,Magsafe Wallet - Brown,Wallets & Cases,2025-08,1,1.6,"ARIMA(1,1,1)",1.1
S14-MGSWLT-BRWN,Magsafe Wallet - Brown,Wallets & Cases,2025-09,1,1.5,"ARIMA(1,1,1)",1.1
S14-MGSWLT-BRWN,Magsafe Wallet - Brown,Wallets & Cases,2025-11,1,1.3,"ARIMA(1,1,1)",1.1
S14-MGSWLT-BRWN,Magsafe Wallet - Brown,Wallets & Cases,2025-12,4,1.4,"ARIMA(1,1,1)",3.5
S14-MGSWLT-GREN,Magsafe Wallet - Green,Wallets & Cases,2025-08,1,1.6,"ARIMA(1,1,1)",1.1
S14-MGSWLT-GREN,Magsafe Wallet - Green,Wallets & Cases,2025-09,1,1.4,"ARIMA(1,1,1)",1.1
S14-MGSWLT-REDD,Magsafe Wallet - Red,Wallets & Cases,2025-09,1,1.7,SMA(3),1.0
S14-MGSWLT-VIOL,Magsafe Wallet - Violet,Wallets & Cases,2025-07,1,0.9,"ARIMA(1,1,1)",1.1
S14-MGSWLT-VIOL,Magsafe Wallet - Violet,Wallets & Cases,2025-08,1,0.9,"ARIMA(1,1,1)",1.1
S14-MGSWLT-VIOL,Magsafe Wallet - Violet,Wallets & Cases,2025-10,1,0.9,"ARIMA(1,1,1)",1.1
S14-MGSWLT-YLLW,Magsafe Wallet - Yellow,Wallets & Cases,2025-08,1,0.9,"ARIMA(1,1,1)",1.1
S14-MGSWLT-YLLW,Magsafe Wallet - Yellow,Wallets & Cases,2025-09,2,0.8,"ARIMA(1,1,1)",1.9
S14-MGSWLT-YLLW,Magsafe Wallet - Yellow,Wallets & Cases,2025-10,1,1.0,"ARIMA(1,1,1)",1.1
S14-PCTOIL-BLCK,Pouch Toiletry Organizer - Black,Organizers,2025-07,1,3.6,"ARIMA(1,1,1)",0.8
S14-PCTOIL-BLCK,Pouch Toiletry Organizer - Black,Organizers,2025-08,3,1.5,"ARIMA(1,1,1)",2.8
S14-PCTOIL-BLCK,Pouch Toiletry Organizer - Black,Organizers,2025-09,37,2.4,"ARIMA(1,1,1)",36.8
S14-PCTOIL-BLCK,Pouch Toiletry Organizer - Black,Organizers,2025-10,4,28.1,"ARIMA(1,1,1)",4.5
S14-PCTOIL-BLCK,Pouch Toiletry Organizer - Black,Organizers,2025-11,28,13.1,"ARIMA(1,1,1)",26.1
S14-PCTOIL-BLCK,Pouch Toiletry Organizer - Black,Organizers,2025-12,5,20.6,"ARIMA(1,1,1)",3.7
S14-PCTOIL-BLCK,Pouch Toiletry Organizer - Black,Organizers,2026-01,9,14.7,"ARIMA(1,1,1)",9.6
S14-PCTOIL-BLUE,Pouch Toiletry Organizer - Blue,Organizers,2025-07,4,3.7,"ARIMA(1,1,1)",3.5
S14-PCTOIL-BLUE,Pouch Toiletry Organizer - Blue,Organizers,2025-08,2,3.8,"ARIMA(1,1,1)",2.0
S14-PCTOIL-BLUE,Pouch Toiletry Organizer - Blue,Organizers,2025-09,28,2.8,"ARIMA(1,1,1)",23.5
S14-PCTOIL-BLUE,Pouch Toiletry Organizer - Blue,Organizers,2025-11,2,15.8,"ARIMA(1,1,1)",1.5
S14-PCTOIL-BLUE,Pouch Toiletry Organizer - Blue,Organizers,2026-01,5,9.3,"ARIMA(1,1,1)",5.4
S14-PCTOIL-BRWN,Pouch Toiletry Organizer - Brown,Organizers,2025-07,2,5.2,"ARIMA(1,1,1)",2.5
S14-PCTOIL-BRWN,Pouch Toiletry Organizer - Brown,Organizers,2025-08,6,4.3,"ARIMA(1,1,1)",6.0
S14-PCTOIL-BRWN,Pouch Toiletry Organizer - Brown,Organizers,2025-09,2,4.7,"ARIMA(1,1,1)",2.0
S14-PCTOIL-BRWN,Pouch Toiletry Organizer - Brown,Organizers,2025-10,3,4.1,"ARIMA(1,1,1)",3.2
S14-PCTOIL-BRWN,Pouch Toiletry Organizer - Brown,Organizers,2025-11,6,3.7,"ARIMA(1,1,1)",5.3
S14-PCTOIL-BRWN,Pouch Toiletry Organizer - Brown,Organizers,2025-12,11,4.2,"ARIMA(1,1,1)",9.7
S14-PCTOIL-BRWN,Pouch Toiletry Organizer - Brown,Organizers,2026-01,1,5.8,"ARIMA(1,1,1)",0.7
S14-PCTOIL-GRAY,Pouch Toiletry Organizer - Gray,Organizers,2025-07,3,4.8,"ARIMA(1,1,1)",2.9
S14-PCTOIL-GRAY,Pouch Toiletry Organizer - Gray,Organizers,2025-08,4,4.1,"ARIMA(1,1,1)",4.1
S14-PCTOIL-GRAY,Pouch Toiletry Organizer - Gray,Organizers,2025-09,10,3.8,"ARIMA(1,1,1)",10.5
S14-PCTOIL-GRAY,Pouch Toiletry Organizer - Gray,Organizers,2025-10,5,5.6,"ARIMA(1,1,1)",4.3
S14-PCTOIL-GRAY,Pouch Toiletry Organizer - Gray,Organizers,2025-11,7,6.2,"ARIMA(1,1,1)",8.0
S14-PCTOIL-GRAY,Pouch Toiletry Organizer - Gray,Organizers,2025-12,20,6.3,"ARIMA(1,1,1)",22.8
S14-PCTOIL-GRAY,Pouch Toiletry Organizer - Gray,Organizers,2026-01,4,10.6,"ARIMA(1,1,1)",4.2
S14-PCTOIL-REDD,Pouch Toiletry Organizer - Red,Organizers,2025-07,2,5.5,"ARIMA(1,1,1)",2.2
S14-PCTOIL-REDD,Pouch Toiletry Organizer - Red,Organizers,2025-08,3,3.5,"ARIMA(1,1,1)",2.9
S14-PCTOIL-REDD,Pouch Toiletry Organizer - Red,Organizers,2025-09,2,3.5,"ARIMA(1,1,1)",1.9
S14-PCTOIL-REDD,Pouch Toiletry Organizer - Red,Organizers,2025-10,4,2.8,"ARIMA(1,1,1)",3.9
S14-PCTOIL-REDD,Pouch Toiletry Organizer - Red,Organizers,2025-11,5,3.4,"ARIMA(1,1,1)",4.8
S14-PCTOIL-REDD,Pouch Toiletry Organizer - Red,Organizers,2025-12,13,4.0,"ARIMA(1,1,1)",13.4
S14-PCTOIL-REDD,Pouch Toiletry Organizer - Red,Organizers,2026-01,3,10.0,"ARIMA(1,1,1)",2.3
S14-WREPRP-TTRO,Wire Protector - Totoro,Electronics,2025-10,1,4.0,SMA(3),0.8
S14-WREPRP-TTRO,Wire Protector - Totoro,Electronics,2025-12,3,1.7,SMA(3),3.0
S15-LDHAMP-MGFS,Laundry Hamper - Medium Green Fish,Organizers,2025-07,4,2.3,"ARIMA(1,1,1)",3.6
S15-LDHAMP-MGFS,Laundry Hamper - Medium Green Fish,Organizers,2025-08,6,2.6,"ARIMA(1,1,1)",5.6
S15-LDHAMP-MPNT,Laundry Hamper - Medium Pine Tree,Organizers,2025-07,6,0.5,"ARIMA(1,1,1)",5.6
S15-LDHAMP-MPNT,Laundry Hamper - Medium Pine Tree,Organizers,2025-08,4,1.3,"ARIMA(1,1,1)",3.8
S15-LDHAMP-MPNT,Laundry Hamper - Medium Pine Tree,Organizers,2025-09,5,2.6,"ARIMA(1,1,1)",4.8
S15-LDHAMP-MPNT,Laundry Hamper - Medium Pine Tree,Organizers,2025-10,1,3.3,"ARIMA(1,1,1)",1.2
S15-LDHAMP-MPNT,Laundry Hamper - Medium Pine Tree,Organizers,2025-11,2,2.2,"ARIMA(1,1,1)",2.0
S15-LDHAMP-MPNT,Laundry Hamper - Medium Pine Tree,Organizers,2026-01,6,1.9,"ARIMA(1,1,1)",5.7
S15-WBKEND-WSQ0,Wooden Bookend - Dark Walnut Small Square No Logo,Home & Living,2025-07,12,6.6,"ARIMA(1,1,1)",11.5
S15-WBKEND-WSQ0,Wooden Bookend - Dark Walnut Small Square No Logo,Home & Living,2025-08,8,8.9,"ARIMA(1,1,1)",7.7
S15-WBKEND-WSQ0,Wooden Bookend - Dark Walnut Small Square No Logo,Home & Living,2025-09,12,7.6,"ARIMA(1,1,1)",11.5
S15-WBKEND-WSQ0,Wooden Bookend - Dark Walnut Small Square No Logo,Home & Living,2025-12,1,9.6,"ARIMA(1,1,1)",1.4
S15-WBKEND-WSQ0,Wooden Bookend - Dark Walnut Small Square No Logo,Home & Living,2026-01,18,4.7,"ARIMA(1,1,1)",16.1
S15-WBKEND-WSR0,Wooden Bookend - Dark Walnut Small Round No Logo,Home & Living,2025-07,4,11.1,"ARIMA(1,1,1)",3.8
S15-WBKEND-WSR0,Wooden Bookend - Dark Walnut Small Round No Logo,Home & Living,2025-08,5,8.9,"ARIMA(1,1,1)",6.0
S15-WBKEND-WSR0,Wooden Bookend - Dark Walnut Small Round No Logo,Home & Living,2025-09,9,6.8,"ARIMA(1,1,1)",9.2
S15-WBKEND-WSR0,Wooden Bookend - Dark Walnut Small Round No Logo,Home & Living,2025-10,1,5.3,"ARIMA(1,1,1)",1.1
S15-WBKEND-WSR0,Wooden Bookend - Dark Walnut Small Round No Logo,Home & Living,2025-12,2,7.2,"ARIMA(1,1,1)",1.3
S15-WBKEND-WSR0,Wooden Bookend - Dark Walnut Small Round No Logo,Home & Living,2026-01,29,4.6,"ARIMA(1,1,1)",22.9
S16-DIACO1-SGRY,Diatomite Coaster Design 1 - Hard - Square Gray,Home & Living,2025-07,156,87.0,"ARIMA(1,1,1)",150.2
S16-DIACO1-SGRY,Diatomite Coaster Design 1 - Hard - Square Gray,Home & Living,2025-08,33,163.2,"ARIMA(1,1,1)",27.7
S16-DIACO1-SGRY,Diatomite Coaster Design 1 - Hard - Square Gray,Home & Living,2025-09,32,39.2,"ARIMA(1,1,1)",36.0
S16-DIACO1-SGRY,Diatomite Coaster Design 1 - Hard - Square Gray,Home & Living,2025-10,46,37.9,"ARIMA(1,1,1)",39.1
S16-DIACO1-SGRY,Diatomite Coaster Design 1 - Hard - Square Gray,Home & Living,2025-11,138,47.4,"ARIMA(1,1,1)",151.3
S16-DIACO1-SGRY,Diatomite Coaster Design 1 - Hard - Square Gray,Home & Living,2025-12,32,111.8,"ARIMA(1,1,1)",30.3
S16-DIACO1-SLBL,Diatomite Coaster Design 1 - Hard - Square Light Blue,Home & Living,2025-07,70,14.2,"ARIMA(1,1,1)",78.4
S16-DIACO1-SLBL,Diatomite Coaster Design 1 - Hard - Square Light Blue,Home & Living,2025-08,13,44.9,"ARIMA(1,1,1)",12.9
S16-DIACO1-SLBL,Diatomite Coaster Design 1 - Hard - Square Light Blue,Home & Living,2025-09,13,41.2,"ARIMA(1,1,1)",11.0
S16-DIACO1-SLBL,Diatomite Coaster Design 1 - Hard - Square Light Blue,Home & Living,2025-10,10,17.3,"ARIMA(1,1,1)",8.6
S16-DIACO1-SLBL,Diatomite Coaster Design 1 - Hard - Square Light Blue,Home & Living,2025-11,69,15.9,"ARIMA(1,1,1)",52.8
S16-DIACO1-SLBL,Diatomite Coaster Design 1 - Hard - Square Light Blue,Home & Living,2025-12,12,34.1,"ARIMA(1,1,1)",12.7
S16-DIACO1-SLGN,Diatomite Coaster Design 1 - Hard - Square Light Green,Home & Living,2025-07,166,23.4,"ARIMA(1,1,1)",138.4
S16-DIACO1-SLGN,Diatomite Coaster Design 1 - Hard - Square Light Green,Home & Living,2025-08,14,65.3,"ARIMA(1,1,1)",14.1
S16-DIACO1-SLGN,Diatomite Coaster Design 1 - Hard - Square Light Green,Home & Living,2025-09,20,112.3,"ARIMA(1,1,1)",21.5
S16-DIACO1-SLGN,Diatomite Coaster Design 1 - Hard - Square Light Green,Home & Living,2025-10,18,36.4,"ARIMA(1,1,1)",11.5
S16-DIACO1-SLGN,Diatomite Coaster Design 1 - Hard - Square Light Green,Home & Living,2025-11,162,35.3,"ARIMA(1,1,1)",138.0
S16-DIACO1-SLGN,Diatomite Coaster Design 1 - Hard - Square Light Green,Home & Living,2025-12,6,45.9,"ARIMA(1,1,1)",12.3
S16-DIACO1-SPNK,Diatomite Coaster Design 1 - Hard - Square Pink,Home & Living,2025-07,90,16.3,"ARIMA(1,1,1)",97.8
S16-DIACO1-SPNK,Diatomite Coaster Design 1 - Hard - Square Pink,Home & Living,2025-08,4,54.6,"ARIMA(1,1,1)",2.7
S16-DIACO1-SPNK,Diatomite Coaster Design 1 - Hard - Square Pink,Home & Living,2025-09,2,54.1,"ARIMA(1,1,1)",0.0
S16-DIACO1-SWHT,Diatomite Coaster Design 1 - Hard - Square White,Home & Living,2025-07,58,28.5,"ARIMA(1,1,1)",59.7
S16-DIACO1-SWHT,Diatomite Coaster Design 1 - Hard - Square White,Home & Living,2025-08,16,46.9,"ARIMA(1,1,1)",16.1
S16-DIACO1-SWHT,Diatomite Coaster Design 1 - Hard - Square White,Home & Living,2025-09,4,28.9,"ARIMA(1,1,1)",3.7
S16-SLCODR-BLCK,Silicone Coaster Design Drain - Black,Home & Living,2025-07,5,13.0,"ARIMA(1,1,1)",6.0
S16-SLCODR-BLCK,Silicone Coaster Design Drain - Black,Home & Living,2025-08,3,8.8,"ARIMA(1,1,1)",2.8
S16-SLCODR-BLCK,Silicone Coaster Design Drain - Black,Home & Living,2025-09,6,5.4,"ARIMA(1,1,1)",4.8
S16-SLCODR-BLCK,Silicone Coaster Design Drain - Black,Home & Living,2025-10,21,5.4,"ARIMA(1,1,1)",21.0
S16-SLCODR-BLCK,Silicone Coaster Design Drain - Black,Home & Living,2025-11,6,13.5,"ARIMA(1,1,1)",8.4
S16-SLCODR-BLCK,Silicone Coaster Design Drain - Black,Home & Living,2025-12,37,9.4,"ARIMA(1,1,1)",35.4
S16-SLCODR-BLCK,Silicone Coaster Design Drain - Black,Home & Living,2026-01,6,22.7,"ARIMA(1,1,1)",5.6
S16-SLCODR-BLUE,Silicone Coaster Design Drain - Blue,Home & Living,2025-07,2,6.5,"ARIMA(1,1,1)",1.9
S16-SLCODR-BLUE,Silicone Coaster Design Drain - Blue,Home & Living,2025-08,2,4.1,"ARIMA(1,1,1)",2.8
S16-SLCODR-BLUE,Silicone Coaster Design Drain - Blue,Home & Living,2025-09,6,2.5,"ARIMA(1,1,1)",6.3
S16-SLCODR-BLUE,Silicone Coaster Design Drain - Blue,Home & Living,2025-10,21,4.3,"ARIMA(1,1,1)",21.8
S16-SLCODR-BLUE,Silicone Coaster Design Drain - Blue,Home & Living,2025-11,18,14.5,"ARIMA(1,1,1)",15.8
S16-SLCODR-BLUE,Silicone Coaster Design Drain - Blue,Home & Living,2025-12,47,17.4,"ARIMA(1,1,1)",44.1
S16-SLCODR-BLUE,Silicone Coaster Design Drain - Blue,Home & Living,2026-01,4,37.2,"ARIMA(1,1,1)",3.5
S16-SLCODR-CREM,Silicone Coaster Design Drain - Cream,Home & Living,2025-07,4,6.0,"ARIMA(1,1,1)",3.7
S16-SLCODR-CREM,Silicone Coaster Design Drain - Cream,Home & Living,2025-08,16,4.7,"ARIMA(1,1,1)",16.8
S16-SLCODR-CREM,Silicone Coaster Design Drain - Cream,Home & Living,2025-09,7,7.3,"ARIMA(1,1,1)",12.1
S16-SLCODR-CREM,Silicone Coaster Design Drain - Cream,Home & Living,2025-10,25,6.6,"ARIMA(1,1,1)",24.5
S16-SLCODR-CREM,Silicone Coaster Design Drain - Cream,Home & Living,2025-11,8,11.4,"ARIMA(1,1,1)",8.6
S16-SLCODR-CREM,Silicone Coaster Design Drain - Cream,Home & Living,2025-12,4,10.3,"ARIMA(1,1,1)",3.5
S16-SLCODR-CREM,Silicone Coaster Design Drain - Cream,Home & Living,2026-01,1,8.0,"ARIMA(1,1,1)",0.0
S16-SLCODR-GRAY,Silicone Coaster Design Drain - Gray,Home & Living,2025-07,1,5.6,"ARIMA(1,1,1)",0.3
S16-SLCODR-GRAY,Silicone Coaster Design Drain - Gray,Home & Living,2025-08,30,2.5,"ARIMA(1,1,1)",37.6
S16-SLCODR-GRAY,Silicone Coaster Design Drain - Gray,Home & Living,2025-10,27,18.4,"ARIMA(1,1,1)",23.3
S16-SLCODR-GRAY,Silicone Coaster Design Drain - Gray,Home & Living,2025-11,9,25.6,"ARIMA(1,1,1)",9.4
S16-SLCODR-GRAY,Silicone Coaster Design Drain - Gray,Home & Living,2025-12,41,14.8,"ARIMA(1,1,1)",45.6
S16-SLCODR-GRAY,Silicone Coaster Design Drain - Gray,Home & Living,2026-01,15,28.7,"ARIMA(1,1,1)",15.3
S16-SLCODR-PINK,Silicone Coaster Design Drain - Pink,Home & Living,2025-07,2,7.8,"ARIMA(1,1,1)",2.3
S16-SLCODR-PINK,Silicone Coaster Design Drain - Pink,Home & Living,2025-08,5,5.8,"ARIMA(1,1,1)",5.5
S16-SLCODR-PINK,Silicone Coaster Design Drain - Pink,Home & Living,2025-09,8,5.4,"ARIMA(1,1,1)",7.5
S16-SLCODR-PINK,Silicone Coaster Design Drain - Pink,Home & Living,2025-10,19,6.0,"ARIMA(1,1,1)",17.9
S16-SLCODR-PINK,Silicone Coaster Design Drain - Pink,Home & Living,2025-11,18,12.3,"ARIMA(1,1,1)",17.4
S16-SLCODR-PINK,Silicone Coaster Design Drain - Pink,Home & Living,2025-12,19,12.9,"ARIMA(1,1,1)",19.6
S17-DPCTWL-FA24,Disposable Compressed Towel - Face Brand A (yifuyan) 24x30,Beauty & Fashion,2025-07,1,5.2,"ARIMA(1,1,1)",1.0
S17-DPCTWL-FA24,Disposable Compressed Towel - Face Brand A (yifuyan) 24x30,Beauty & Fashion,2025-08,8,4.7,"ARIMA(1,1,1)",8.1
S17-DPCTWL-FA24,Disposable Compressed Towel - Face Brand A (yifuyan) 24x30,Beauty & Fashion,2025-09,3,5.6,"ARIMA(1,1,1)",2.6
S17-DPCTWL-FA24,Disposable Compressed Towel - Face Brand A (yifuyan) 24x30,Beauty & Fashion,2025-10,1,5.1,"ARIMA(1,1,1)",1.0
S17-DPCTWL-FA24,Disposable Compressed Towel - Face Brand A (yifuyan) 24x30,Beauty & Fashion,2025-11,1,4.3,"ARIMA(1,1,1)",0.9
S18-DIACO1-RDGY,Diatomite Coaster Design 1 - Hard - Round Dark Gray,Home & Living,2025-07,160,149.3,"ARIMA(1,1,1)",155.7
S18-DIACO1-RDGY,Diatomite Coaster Design 1 - Hard - Round Dark Gray,Home & Living,2025-08,34,162.7,"ARIMA(1,1,1)",31.2
S18-DIACO1-RDGY,Diatomite Coaster Design 1 - Hard - Round Dark Gray,Home & Living,2025-09,80,44.0,"ARIMA(1,1,1)",63.1
S18-DIACO1-RDGY,Diatomite Coaster Design 1 - Hard - Round Dark Gray,Home & Living,2025-10,113,73.8,"ARIMA(1,1,1)",97.1
S18-DIACO1-RDGY,Diatomite Coaster Design 1 - Hard - Round Dark Gray,Home & Living,2025-11,190,97.1,"ARIMA(1,1,1)",165.7
S18-DIACO1-RDGY,Diatomite Coaster Design 1 - Hard - Round Dark Gray,Home & Living,2025-12,33,159.7,"ARIMA(1,1,1)",33.8
S18-DIACO1-SDGY,Diatomite Coaster Design 1 - Hard - Square Dark Gray,Home & Living,2025-07,274,64.3,"ARIMA(1,1,1)",264.4
S18-DIACO1-SDGY,Diatomite Coaster Design 1 - Hard - Square Dark Gray,Home & Living,2025-08,40,203.2,"ARIMA(1,1,1)",56.3
S18-DIACO1-SDGY,Diatomite Coaster Design 1 - Hard - Square Dark Gray,Home & Living,2025-09,51,227.9,"ARIMA(1,1,1)",51.2
S18-DIACO1-SDGY,Diatomite Coaster Design 1 - Hard - Square Dark Gray,Home & Living,2025-10,27,60.7,"ARIMA(1,1,1)",17.7
S18-DIACO1-SDGY,Diatomite Coaster Design 1 - Hard - Square Dark Gray,Home & Living,2025-11,209,52.5,"ARIMA(1,1,1)",153.2
S18-DIACO1-SDGY,Diatomite Coaster Design 1 - Hard - Square Dark Gray,Home & Living,2025-12,15,100.3,"ARIMA(1,1,1)",0.1
S18-MEDCUT-BLUE,Portable Medicine Box with Pill Cutter - Blue,Organizers,2025-07,2,1.0,SMA(3),1.9
S18-MEDCUT-GREN,Portable Medicine Box with Pill Cutter - Green,Organizers,2025-07,1,1.3,SMA(3),1.0
S18-MEDCUT-GREN,Portable Medicine Box with Pill Cutter - Green,Organizers,2025-08,1,1.0,SMA(3),1.0
S18-MEDCUT-GREN,Portable Medicine Box with Pill Cutter - Green,Organizers,2025-09,1,1.0,SMA(3),1.0
S18-MEDCUT-GREN,Portable Medicine Box with Pill Cutter - Green,Organizers,2025-10,2,1.0,SMA(3),1.9
S18-MEDCUT-GREN,Portable Medicine Box with Pill Cutter - Green,Organizers,2025-11,1,1.3,SMA(3),0.9
S18-MEDCUT-WHTE,Portable Medicine Box with Pill Cutter - White,Organizers,2025-07,2,1.7,SMA(3),1.8
S19-FABORG-BPOB,Fabric Foldable Rectangle Organizer - Blue Polar Bears,Organizers,2025-07,1,2.0,SMA(3),1.0
S19-FABORG-BPOB,Fabric Foldable Rectangle Organizer - Blue Polar Bears,Organizers,2025-08,2,1.3,SMA(3),2.0
S19-FABORG-BPOB,Fabric Foldable Rectangle Organizer - Blue Polar Bears,Organizers,2025-09,1,1.3,SMA(3),0.9
S19-FABORG-BPOB,Fabric Foldable Rectangle Organizer - Blue Polar Bears,Organizers,2025-10,3,1.3,SMA(3),2.8
S19-FABORG-BPOB,Fabric Foldable Rectangle Organizer - Blue Polar Bears,Organizers,2025-11,4,2.0,SMA(3),3.8
S19-FABORG-BPOB,Fabric Foldable Rectangle Organizer - Blue Polar Bears,Organizers,2025-12,6,2.7,SMA(3),4.6
S19-FABORG-BPOB,Fabric Foldable Rectangle Organizer - Blue Polar Bears,Organizers,2026-01,1,4.3,SMA(3),0.9
S19-FELTFO-LBEG,Felt Foldable Organizer - Large Beige,Organizers,2025-08,4,5.9,"ARIMA(1,1,1)",4.1
S19-FELTFO-LBEG,Felt Foldable Organizer - Large Beige,Organizers,2025-09,8,4.6,"ARIMA(1,1,1)",7.5
S19-FELTFO-LBEG,Felt Foldable Organizer - Large Beige,Organizers,2025-10,7,7.3,"ARIMA(1,1,1)",6.6
S19-FELTFO-LBEG,Felt Foldable Organizer - Large Beige,Organizers,2025-11,2,6.9,"ARIMA(1,1,1)",2.1
S19-FELTFO-LBEG,Felt Foldable Organizer - Large Beige,Organizers,2026-01,6,3.9,"ARIMA(1,1,1)",6.1
S19-FELTFO-LBLK,Felt Foldable Organizer - Large Black,Organizers,2025-07,2,4.7,SMA(3),1.6
S19-FELTFO-LBLK,Felt Foldable Organizer - Large Black,Organizers,2025-08,2,4.7,SMA(3),2.0
S19-FELTFO-LBLK,Felt Foldable Organizer - Large Black,Organizers,2025-09,3,4.3,SMA(3),3.0
S19-FELTFO-LBLK,Felt Foldable Organizer - Large Black,Organizers,2025-10,7,2.3,SMA(3),7.0
S19-FELTFO-LBLK,Felt Foldable Organizer - Large Black,Organizers,2025-11,9,4.0,SMA(3),7.8
S19-FELTFO-LBLK,Felt Foldable Organizer - Large Black,Organizers,2025-12,11,6.3,SMA(3),10.2
S19-FELTFO-LBLK,Felt Foldable Organizer - Large Black,Organizers,2026-01,3,9.0,SMA(3),3.4
S19-FELTFO-LKHK,Felt Foldable Organizer - Large Khaki,Organizers,2025-07,1,3.3,"ARIMA(1,1,1)",1.0
S19-FELTFO-LKHK,Felt Foldable Organizer - Large Khaki,Organizers,2025-08,3,2.9,"ARIMA(1,1,1)",2.8
S19-FELTFO-LKHK,Felt Foldable Organizer - Large Khaki,Organizers,2025-09,7,3.2,"ARIMA(1,1,1)",7.3
S19-FELTFO-LKHK,Felt Foldable Organizer - Large Khaki,Organizers,2025-10,1,4.2,"ARIMA(1,1,1)",1.1
S19-FELTFO-LKHK,Felt Foldable Organizer - Large Khaki,Organizers,2025-11,18,3.2,"ARIMA(1,1,1)",17.8
S19-FELTFO-LKHK,Felt Foldable Organizer - Large Khaki,Organizers,2025-12,2,3.0,"ARIMA(1,1,1)",3.0
S19-FELTFO-MBEG,Felt Foldable Organizer - Medium Beige,Organizers,2025-07,2,5.8,"ARIMA(1,1,1)",1.8
S19-FELTFO-MBEG,Felt Foldable Organizer - Medium Beige,Organizers,2025-08,6,5.2,"ARIMA(1,1,1)",6.0
S19-FELTFO-MBEG,Felt Foldable Organizer - Medium Beige,Organizers,2025-09,6,5.2,"ARIMA(1,1,1)",5.2
